tau2,cv_rmse_mean,cv_rmse_std
0.01,8.457368981602857,0.9179499970140086
0.1,5.59082680306263,1.0250459867717494
1.0,4.873368254949578,0.9912234062199501
10.0,4.86241688257291,0.9180699114634195
100.0,4.8687144974215775,0.9023409493868374
1000.0,4.868880701760623,0.896876769801743
