feature_set,rmse,mae,r2,coverage_95,mean_interval_width,n_features
all_features_legacy,4.950670703960454,3.211781888051457,0.6657864988981926,0.9411764705882353,18.90706404066539,13
drop_b_feature,4.791207750120537,3.1176687113681467,0.6869700332433524,0.9607843137254902,19.28272697730856,12
