tau2,bias_squared,variance,mse
0.01,56.473118820522004,0.20496650456135343,56.67808532508336
0.1,27.286780105825983,0.27274144564879005,27.559521551474774
1.0,25.185694765315752,0.9378274541790447,26.123522219494795
10.0,24.948132338741583,0.959535222092728,25.907667560834312
100.0,24.440462912728055,1.024820187591489,25.465283100319546
1000.0,24.379631200539816,0.9743107047239039,25.35394190526372
