estimator,n_prompts,roc_auc_for_stress_label,average_precision_for_stress_label,answerable_mean,ambiguous_mean,unsupported_mean,roc_auc_for_unsafe_generation,average_precision_for_unsafe_generation
mean_token_entropy,18,0.8333333333333335,0.9072462259962262,1.1720645626386006,1.899705668290456,1.7843607266743977,0.625,0.5958624708624709
mean_negative_log_likelihood,18,0.9444444444444444,0.9791666666666667,0.3731972575187683,0.6895148058732351,0.6789934039115906,0.6805555555555556,0.62258806008806
negative_sequence_log_probability,18,0.9444444444444444,0.9791666666666667,8.233220100402832,20.732913335164387,20.06721544265747,0.7222222222222222,0.6455026455026455
